ONA_1:input 1/mode 1/transmission: Re(TE transmission) vs wavelength

wavelength(nm), Re(TE transmission)
1556.09, -0.896463
1556.09, -0.897139
1556.09, -0.897814
1556.09, -0.898486
1556.09, -0.899157
1556.09, -0.899826
1556.09, -0.900492
1556.09, -0.901157
1556.09, -0.90182
1556.09, -0.902481
1556.09, -0.90314
1556.09, -0.903797
1556.09, -0.904452
1556.09, -0.905105
1556.09, -0.905756
1556.09, -0.906405
1556.09, -0.907052
1556.09, -0.907697
1556.09, -0.90834
1556.09, -0.908981
1556.08, -0.90962
1556.08, -0.910257
1556.08, -0.910891
1556.08, -0.911524
1556.08, -0.912155
1556.08, -0.912783
1556.08, -0.913409
1556.08, -0.914034
1556.08, -0.914656
1556.08, -0.915276
1556.08, -0.915894
1556.08, -0.91651
1556.08, -0.917123
1556.08, -0.917735
1556.08, -0.918344
1556.08, -0.918951
1556.08, -0.919556
1556.08, -0.920159
1556.08, -0.920759
1556.08, -0.921357
1556.08, -0.921953
1556.08, -0.922547
1556.08, -0.923139
1556.08, -0.923728
1556.08, -0.924315
1556.07, -0.9249
1556.07, -0.925483
1556.07, -0.926063
1556.07, -0.926641
1556.07, -0.927217
1556.07, -0.92779
1556.07, -0.928361
1556.07, -0.92893
1556.07, -0.929496
1556.07, -0.93006
1556.07, -0.930622
1556.07, -0.931182
1556.07, -0.931739
1556.07, -0.932293
1556.07, -0.932845
1556.07, -0.933395
1556.07, -0.933943
1556.07, -0.934488
1556.07, -0.935031
1556.07, -0.935571
1556.07, -0.936109
1556.07, -0.936644
1556.07, -0.937177
1556.07, -0.937708
1556.07, -0.938236
1556.06, -0.938761
1556.06, -0.939284
1556.06, -0.939805
1556.06, -0.940323
1556.06, -0.940839
1556.06, -0.941352
1556.06, -0.941863
1556.06, -0.942371
1556.06, -0.942876
1556.06, -0.943379
1556.06, -0.94388
1556.06, -0.944378
1556.06, -0.944873
1556.06, -0.945366
1556.06, -0.945856
1556.06, -0.946344
1556.06, -0.946829
1556.06, -0.947312
1556.06, -0.947792
1556.06, -0.948269
1556.06, -0.948744
1556.06, -0.949216
1556.06, -0.949685
1556.06, -0.950152
1556.06, -0.950616
1556.05, -0.951078
1556.05, -0.951536
1556.05, -0.951993
1556.05, -0.952446
1556.05, -0.952897
1556.05, -0.953345
1556.05, -0.95379
1556.05, -0.954233
1556.05, -0.954673
1556.05, -0.95511
1556.05, -0.955545
1556.05, -0.955977
1556.05, -0.956406
1556.05, -0.956832
1556.05, -0.957256
1556.05, -0.957677
1556.05, -0.958095
1556.05, -0.95851
1556.05, -0.958923
1556.05, -0.959332
1556.05, -0.959739
1556.05, -0.960144
1556.05, -0.960545
1556.05, -0.960944
1556.05, -0.961339
1556.04, -0.961732
1556.04, -0.962122
1556.04, -0.96251
1556.04, -0.962894
1556.04, -0.963276
1556.04, -0.963655
1556.04, -0.96403
1556.04, -0.964403
1556.04, -0.964774
1556.04, -0.965141
1556.04, -0.965505
1556.04, -0.965867
1556.04, -0.966225
1556.04, -0.966581
1556.04, -0.966934
1556.04, -0.967284
1556.04, -0.967631
1556.04, -0.967975
1556.04, -0.968316
1556.04, -0.968654
1556.04, -0.96899
1556.04, -0.969322
1556.04, -0.969651
1556.04, -0.969978
1556.04, -0.970301
1556.03, -0.970622
1556.03, -0.970939
1556.03, -0.971254
1556.03, -0.971565
1556.03, -0.971874
1556.03, -0.97218
1556.03, -0.972482
1556.03, -0.972782
1556.03, -0.973079
1556.03, -0.973372
1556.03, -0.973663
1556.03, -0.97395
1556.03, -0.974235
1556.03, -0.974516
1556.03, -0.974795
1556.03, -0.97507
1556.03, -0.975343
1556.03, -0.975612
1556.03, -0.975878
1556.03, -0.976142
1556.03, -0.976402
1556.03, -0.976659
1556.03, -0.976913
1556.03, -0.977164
1556.02, -0.977412
1556.02, -0.977657
1556.02, -0.977898
1556.02, -0.978137
1556.02, -0.978372
1556.02, -0.978605
1556.02, -0.978834
1556.02, -0.97906
1556.02, -0.979284
1556.02, -0.979504
1556.02, -0.979721
1556.02, -0.979934
1556.02, -0.980145
1556.02, -0.980352
1556.02, -0.980557
1556.02, -0.980758
1556.02, -0.980956
1556.02, -0.981151
1556.02, -0.981343
1556.02, -0.981532
1556.02, -0.981717
1556.02, -0.9819
1556.02, -0.982079
1556.02, -0.982255
1556.02, -0.982428
1556.01, -0.982598
1556.01, -0.982764
1556.01, -0.982928
1556.01, -0.983088
1556.01, -0.983245
1556.01, -0.983399
1556.01, -0.983549
1556.01, -0.983697
1556.01, -0.983841
1556.01, -0.983982
1556.01, -0.98412
1556.01, -0.984255
1556.01, -0.984387
1556.01, -0.984515
1556.01, -0.98464
1556.01, -0.984762
1556.01, -0.984881
1556.01, -0.984996
1556.01, -0.985109
1556.01, -0.985218
1556.01, -0.985323
1556.01, -0.985426
1556.01, -0.985526
1556.01, -0.985622
1556.01, -0.985715
1556, -0.985805
1556, -0.985891
1556, -0.985974
1556, -0.986055
1556, -0.986131
1556, -0.986205
1556, -0.986276
1556, -0.986343
1556, -0.986407
1556, -0.986467
1556, -0.986525
1556, -0.986579
1556, -0.98663
1556, -0.986678
1556, -0.986722
1556, -0.986764
1556, -0.986802
1556, -0.986836
1556, -0.986868
1556, -0.986896
1556, -0.986921
1556, -0.986943
1556, -0.986962
1556, -0.986977
1556, -0.986989
1555.99, -0.986998
1555.99, -0.987004
1555.99, -0.987006
1555.99, -0.987005
1555.99, -0.987001
1555.99, -0.986994
1555.99, -0.986983
1555.99, -0.986969
1555.99, -0.986952
1555.99, -0.986932
1555.99, -0.986908
1555.99, -0.986881
1555.99, -0.986851
1555.99, -0.986818
1555.99, -0.986781
1555.99, -0.986741
1555.99, -0.986698
1555.99, -0.986652
1555.99, -0.986602
1555.99, -0.986549
1555.99, -0.986493
1555.99, -0.986434
1555.99, -0.986371
1555.99, -0.986306
1555.99, -0.986237
1555.98, -0.986164
1555.98, -0.986089
1555.98, -0.98601
1555.98, -0.985928
1555.98, -0.985843
1555.98, -0.985755
1555.98, -0.985663
1555.98, -0.985568
1555.98, -0.98547
1555.98, -0.985369
1555.98, -0.985265
1555.98, -0.985157
1555.98, -0.985046
1555.98, -0.984932
1555.98, -0.984814
1555.98, -0.984694
1555.98, -0.98457
1555.98, -0.984443
1555.98, -0.984313
1555.98, -0.984179
1555.98, -0.984043
1555.98, -0.983903
1555.98, -0.98376
1555.98, -0.983614
1555.97, -0.983464
1555.97, -0.983312
1555.97, -0.983156
1555.97, -0.982997
1555.97, -0.982835
1555.97, -0.982669
1555.97, -0.982501
1555.97, -0.982329
1555.97, -0.982154
1555.97, -0.981976
1555.97, -0.981795
1555.97, -0.981611
1555.97, -0.981423
1555.97, -0.981233
1555.97, -0.981039
1555.97, -0.980842
1555.97, -0.980642
1555.97, -0.980439
1555.97, -0.980232
1555.97, -0.980023
1555.97, -0.97981
1555.97, -0.979594
1555.97, -0.979375
1555.97, -0.979153
1555.97, -0.978928
1555.96, -0.9787
1555.96, -0.978468
1555.96, -0.978234
1555.96, -0.977996
1555.96, -0.977756
1555.96, -0.977512
1555.96, -0.977265
1555.96, -0.977015
1555.96, -0.976762
1555.96, -0.976506
1555.96, -0.976247
1555.96, -0.975984
1555.96, -0.975719
1555.96, -0.97545
1555.96, -0.975179
1555.96, -0.974904
1555.96, -0.974627
1555.96, -0.974346
1555.96, -0.974062
1555.96, -0.973776
1555.96, -0.973486
1555.96, -0.973193
1555.96, -0.972897
1555.96, -0.972599
1555.96, -0.972297
1555.95, -0.971992
1555.95, -0.971684
1555.95, -0.971373
1555.95, -0.971059
1555.95, -0.970743
1555.95, -0.970423
1555.95, -0.9701
1555.95, -0.969774
1555.95, -0.969445
1555.95, -0.969114
1555.95, -0.968779
1555.95, -0.968441
1555.95, -0.968101
1555.95, -0.967757
1555.95, -0.967411
1555.95, -0.967062
1555.95, -0.966709
1555.95, -0.966354
1555.95, -0.965996
1555.95, -0.965635
1555.95, -0.965271
1555.95, -0.964904
1555.95, -0.964534
1555.95, -0.964162
1555.95, -0.963786
1555.94, -0.963408
1555.94, -0.963027
1555.94, -0.962643
1555.94, -0.962256
1555.94, -0.961866
1555.94, -0.961473
1555.94, -0.961078
1555.94, -0.96068
1555.94, -0.960278
1555.94, -0.959875
1555.94, -0.959468
1555.94, -0.959058
1555.94, -0.958646
1555.94, -0.958231
1555.94, -0.957813
1555.94, -0.957392
1555.94, -0.956969
1555.94, -0.956542
1555.94, -0.956113
1555.94, -0.955681
1555.94, -0.955247
1555.94, -0.95481
1555.94, -0.95437
1555.94, -0.953927
1555.94, -0.953481
1555.93, -0.953033
1555.93, -0.952582
1555.93, -0.952129
1555.93, -0.951673
1555.93, -0.951214
1555.93, -0.950752
1555.93, -0.950288
1555.93, -0.949821
1555.93, -0.949351
1555.93, -0.948879
1555.93, -0.948404
1555.93, -0.947926
1555.93, -0.947446
1555.93, -0.946964
1555.93, -0.946478
1555.93, -0.94599
1555.93, -0.945499
1555.93, -0.945006
1555.93, -0.94451
1555.93, -0.944012
1555.93, -0.943511
1555.93, -0.943008
1555.93, -0.942502
1555.93, -0.941993
1555.92, -0.941482
1555.92, -0.940968
1555.92, -0.940452
1555.92, -0.939933
1555.92, -0.939412
1555.92, -0.938888
1555.92, -0.938362
1555.92, -0.937833
1555.92, -0.937302
1555.92, -0.936769
1555.92, -0.936232
1555.92, -0.935694
1555.92, -0.935153
1555.92, -0.934609
1555.92, -0.934064
1555.92, -0.933515
1555.92, -0.932965
1555.92, -0.932411
1555.92, -0.931856
1555.92, -0.931298
1555.92, -0.930738
1555.92, -0.930175
1555.92, -0.92961
1555.92, -0.929043
1555.92, -0.928473
1555.91, -0.927901
1555.91, -0.927326
1555.91, -0.926749
1555.91, -0.92617
1555.91, -0.925589
1555.91, -0.925005
1555.91, -0.924419
1555.91, -0.923831
1555.91, -0.923241
1555.91, -0.922648
1555.91, -0.922053
1555.91, -0.921455
1555.91, -0.920856
1555.91, -0.920254
1555.91, -0.91965
1555.91, -0.919044
1555.91, -0.918435
1555.91, -0.917825
1555.91, -0.917212
1555.91, -0.916597
1555.91, -0.91598
1555.91, -0.91536
1555.91, -0.914739
1555.91, -0.914115
1555.91, -0.913489
1555.9, -0.912862
1555.9, -0.912231
1555.9, -0.911599
1555.9, -0.910965
1555.9, -0.910329
1555.9, -0.90969
1555.9, -0.90905
1555.9, -0.908407
1555.9, -0.907762
1555.9, -0.907116
1555.9, -0.906467
1555.9, -0.905816
1555.9, -0.905163
1555.9, -0.904508
1555.9, -0.903852
1555.9, -0.903193
1555.9, -0.902532
1555.9, -0.901869
1555.9, -0.901204
1555.9, -0.900537
1555.9, -0.899869
1555.9, -0.899198
1555.9, -0.898525
1555.9, -0.897851
1555.9, -0.897174
1555.89, -0.896496
1555.89, -0.895816
1555.89, -0.895134
1555.89, -0.89445
1555.89, -0.893764
1555.89, -0.893076
1555.89, -0.892386
1555.89, -0.891695
1555.89, -0.891001
1555.89, -0.890306
1555.89, -0.889609
1555.89, -0.88891
1555.89, -0.88821
1555.89, -0.887507
1555.89, -0.886803
1555.89, -0.886097
1555.89, -0.885389
1555.89, -0.88468
1555.89, -0.883968
1555.89, -0.883255
1555.89, -0.882541
1555.89, -0.881824
1555.89, -0.881106
1555.89, -0.880386
1555.89, -0.879665
1555.88, -0.878941
1555.88, -0.878216
1555.88, -0.87749
1555.88, -0.876761
1555.88, -0.876031
1555.88, -0.8753
1555.88, -0.874567
1555.88, -0.873832
1555.88, -0.873095
1555.88, -0.872357
1555.88, -0.871618
1555.88, -0.870876
1555.88, -0.870134
1555.88, -0.869389
1555.88, -0.868643
1555.88, -0.867896
1555.88, -0.867147
1555.88, -0.866396
1555.88, -0.865644
1555.88, -0.86489
1555.88, -0.864135
1555.88, -0.863379
1555.88, -0.86262
1555.88, -0.861861
1555.87, -0.8611
1555.87, -0.860337
1555.87, -0.859573
1555.87, -0.858808
1555.87, -0.858041
1555.87, -0.857272
1555.87, -0.856503
1555.87, -0.855732
1555.87, -0.854959
1555.87, -0.854185
1555.87, -0.85341
1555.87, -0.852633
1555.87, -0.851855
1555.87, -0.851076
1555.87, -0.850295
1555.87, -0.849513
1555.87, -0.848729
1555.87, -0.847945
1555.87, -0.847159
1555.87, -0.846371
1555.87, -0.845583
1555.87, -0.844793
1555.87, -0.844001
1555.87, -0.843209
1555.87, -0.842415
1555.86, -0.84162
1555.86, -0.840824
1555.86, -0.840026
1555.86, -0.839228
1555.86, -0.838428
1555.86, -0.837627
1555.86, -0.836824
1555.86, -0.836021
1555.86, -0.835216
1555.86, -0.83441
1555.86, -0.833603
1555.86, -0.832795
1555.86, -0.831986
1555.86, -0.831176
1555.86, -0.830364
1555.86, -0.829551
1555.86, -0.828738
1555.86, -0.827923
1555.86, -0.827107
1555.86, -0.82629
1555.86, -0.825471
1555.86, -0.824652
1555.86, -0.823832
1555.86, -0.823011
1555.86, -0.822188
1555.85, -0.821365
1555.85, -0.82054
1555.85, -0.819715
1555.85, -0.818888
1555.85, -0.818061
1555.85, -0.817233
1555.85, -0.816403
1555.85, -0.815573
1555.85, -0.814741
1555.85, -0.813909
1555.85, -0.813076
1555.85, -0.812242
1555.85, -0.811406
1555.85, -0.81057
1555.85, -0.809733
1555.85, -0.808896
1555.85, -0.808057
1555.85, -0.807217
1555.85, -0.806377
1555.85, -0.805535
1555.85, -0.804693
1555.85, -0.80385
1555.85, -0.803006
1555.85, -0.802161
1555.85, -0.801315
1555.84, -0.800469
1555.84, -0.799621
1555.84, -0.798773
1555.84, -0.797924
1555.84, -0.797075
1555.84, -0.796224
1555.84, -0.795373
1555.84, -0.794521
1555.84, -0.793668
1555.84, -0.792814
1555.84, -0.79196
1555.84, -0.791105
1555.84, -0.790249
1555.84, -0.789393
1555.84, -0.788536
1555.84, -0.787678
1555.84, -0.786819
1555.84, -0.78596
1555.84, -0.7851
1555.84, -0.784239
1555.84, -0.783378
1555.84, -0.782516
1555.84, -0.781654
1555.84, -0.78079
1555.84, -0.779926
1555.83, -0.779062
1555.83, -0.778197
1555.83, -0.777331
1555.83, -0.776465
1555.83, -0.775598
1555.83, -0.77473
1555.83, -0.773862
1555.83, -0.772994
1555.83, -0.772124
1555.83, -0.771254
1555.83, -0.770384
1555.83, -0.769513
1555.83, -0.768642
1555.83, -0.76777
1555.83, -0.766897
1555.83, -0.766024
1555.83, -0.765151
1555.83, -0.764277
1555.83, -0.763403
1555.83, -0.762528
1555.83, -0.761652
1555.83, -0.760776
1555.83, -0.7599
1555.83, -0.759023
1555.83, -0.758146
1555.82, -0.757268
1555.82, -0.75639
1555.82, -0.755511
1555.82, -0.754632
1555.82, -0.753753
1555.82, -0.752873
1555.82, -0.751993
1555.82, -0.751112
1555.82, -0.750231
1555.82, -0.74935
1555.82, -0.748468
1555.82, -0.747586
1555.82, -0.746704
1555.82, -0.745821
1555.82, -0.744938
1555.82, -0.744055
1555.82, -0.743171
1555.82, -0.742287
1555.82, -0.741402
1555.82, -0.740518
1555.82, -0.739633
1555.82, -0.738747
1555.82, -0.737862
1555.82, -0.736976
1555.81, -0.73609
1555.81, -0.735203
1555.81, -0.734317
1555.81, -0.73343
1555.81, -0.732543
1555.81, -0.731655
1555.81, -0.730767
1555.81, -0.72988
1555.81, -0.728991
1555.81, -0.728103
1555.81, -0.727215
1555.81, -0.726326
1555.81, -0.725437
1555.81, -0.724548
1555.81, -0.723659
1555.81, -0.722769
1555.81, -0.72188
1555.81, -0.72099
1555.81, -0.7201
1555.81, -0.71921
1555.81, -0.71832
1555.81, -0.717429
1555.81, -0.716539
1555.81, -0.715648
1555.81, -0.714757
1555.8, -0.713866
1555.8, -0.712975
1555.8, -0.712084
1555.8, -0.711193
1555.8, -0.710302
1555.8, -0.709411
1555.8, -0.708519
1555.8, -0.707628
1555.8, -0.706736
1555.8, -0.705844
1555.8, -0.704953
1555.8, -0.704061
1555.8, -0.703169
1555.8, -0.702278
1555.8, -0.701386
1555.8, -0.700494
1555.8, -0.699602
1555.8, -0.69871
1555.8, -0.697818
1555.8, -0.696926
1555.8, -0.696034
1555.8, -0.695143
1555.8, -0.694251
1555.8, -0.693359
1555.8, -0.692467
1555.79, -0.691575
1555.79, -0.690684
1555.79, -0.689792
1555.79, -0.6889
1555.79, -0.688009
1555.79, -0.687117
1555.79, -0.686226
1555.79, -0.685334
1555.79, -0.684443
1555.79, -0.683552
1555.79, -0.682661
1555.79, -0.681769
1555.79, -0.680878
1555.79, -0.679988
1555.79, -0.679097
1555.79, -0.678206
1555.79, -0.677316
1555.79, -0.676425
1555.79, -0.675535
1555.79, -0.674645
1555.79, -0.673755
1555.79, -0.672865
1555.79, -0.671975
1555.79, -0.671086
1555.79, -0.670196
1555.78, -0.669307
1555.78, -0.668418
1555.78, -0.667529
1555.78, -0.66664
1555.78, -0.665752
1555.78, -0.664863
1555.78, -0.663975
1555.78, -0.663087
1555.78, -0.6622
1555.78, -0.661312
1555.78, -0.660425
1555.78, -0.659538
1555.78, -0.658651
1555.78, -0.657764
1555.78, -0.656878
1555.78, -0.655991
1555.78, -0.655105
1555.78, -0.65422
1555.78, -0.653334
1555.78, -0.652449
1555.78, -0.651564
1555.78, -0.650679
1555.78, -0.649795
1555.78, -0.648911
1555.78, -0.648027
1555.77, -0.647143
1555.77, -0.64626
1555.77, -0.645377
1555.77, -0.644494
1555.77, -0.643612
1555.77, -0.642729
1555.77, -0.641848
1555.77, -0.640966
1555.77, -0.640085
1555.77, -0.639204
1555.77, -0.638323
1555.77, -0.637443
1555.77, -0.636563
1555.77, -0.635684
1555.77, -0.634804
1555.77, -0.633925
1555.77, -0.633047
1555.77, -0.632169
1555.77, -0.631291
1555.77, -0.630413
1555.77, -0.629536
1555.77, -0.628659
1555.77, -0.627783
1555.77, -0.626907
1555.76, -0.626031
1555.76, -0.625156
1555.76, -0.624281
1555.76, -0.623407
1555.76, -0.622533
1555.76, -0.621659
1555.76, -0.620786
1555.76, -0.619913
1555.76, -0.61904
1555.76, -0.618168
1555.76, -0.617297
1555.76, -0.616425
1555.76, -0.615555
1555.76, -0.614684
1555.76, -0.613814
1555.76, -0.612945
1555.76, -0.612076
1555.76, -0.611207
1555.76, -0.610339
1555.76, -0.609471
1555.76, -0.608604
1555.76, -0.607737
1555.76, -0.606871
1555.76, -0.606005
1555.76, -0.605139
1555.75, -0.604274
1555.75, -0.60341
1555.75, -0.602546
1555.75, -0.601682
1555.75, -0.600819
1555.75, -0.599957
1555.75, -0.599095
1555.75, -0.598233
1555.75, -0.597372
1555.75, -0.596511
1555.75, -0.595651
1555.75, -0.594792
1555.75, -0.593932
1555.75, -0.593074
1555.75, -0.592216
1555.75, -0.591358
1555.75, -0.590501
1555.75, -0.589645
1555.75, -0.588789
1555.75, -0.587933
1555.75, -0.587078
1555.75, -0.586224
1555.75, -0.58537
1555.75, -0.584517
1555.75, -0.583664
1555.74, -0.582812
1555.74, -0.58196
1555.74, -0.581109
1555.74, -0.580258
1555.74, -0.579408
1555.74, -0.578559
1555.74, -0.57771
1555.74, -0.576862
1555.74, -0.576014
1555.74, -0.575167
1555.74, -0.57432
1555.74, -0.573474
1555.74, -0.572629
1555.74, -0.571784
1555.74, -0.57094
1555.74, -0.570096
1555.74, -0.569253
1555.74, -0.56841
1555.74, -0.567568
1555.74, -0.566727
1555.74, -0.565886
1555.74, -0.565046
1555.74, -0.564207
1555.74, -0.563368
1555.74, -0.562529
1555.73, -0.561692
1555.73, -0.560855
1555.73, -0.560018
1555.73, -0.559182
1555.73, -0.558347
1555.73, -0.557513
1555.73, -0.556679
1555.73, -0.555845
1555.73, -0.555013
1555.73, -0.554181
1555.73, -0.553349
1555.73, -0.552518
1555.73, -0.551688
1555.73, -0.550859
1555.73, -0.55003
1555.73, -0.549201
1555.73, -0.548374
1555.73, -0.547547
1555.73, -0.546721
1555.73, -0.545895
1555.73, -0.54507
1555.73, -0.544246
1555.73, -0.543422
1555.73, -0.542599
1555.73, -0.541777
1555.72, -0.540955
1555.72, -0.540134
1555.72, -0.539314
1555.72, -0.538494
1555.72, -0.537675
1555.72, -0.536857
1555.72, -0.536039
1555.72, -0.535222
1555.72, -0.534406
1555.72, -0.53359
1555.72, -0.532776
1555.72, -0.531961
1555.72, -0.531148
1555.72, -0.530335
1555.72, -0.529523
1555.72, -0.528711
1555.72, -0.527901
1555.72, -0.527091
1555.72, -0.526281
1555.72, -0.525473
1555.72, -0.524665
1555.72, -0.523857
1555.72, -0.523051
1555.72, -0.522245
1555.71, -0.52144
1555.71, -0.520636
1555.71, -0.519832
1555.71, -0.519029
1555.71, -0.518227
1555.71, -0.517425
1555.71, -0.516624
1555.71, -0.515824
1555.71, -0.515025
1555.71, -0.514226
1555.71, -0.513428
1555.71, -0.512631
1555.71, -0.511835
1555.71, -0.511039
1555.71, -0.510244
1555.71, -0.509449
1555.71, -0.508656
1555.71, -0.507863
1555.71, -0.507071
1555.71, -0.50628
1555.71, -0.505489
1555.71, -0.504699
1555.71, -0.50391
1555.71, -0.503122
1555.71, -0.502334
1555.7, -0.501547
1555.7, -0.500761
1555.7, -0.499976
1555.7, -0.499191
1555.7, -0.498407
1555.7, -0.497624
1555.7, -0.496841
1555.7, -0.49606
1555.7, -0.495279
1555.7, -0.494499
1555.7, -0.493719
1555.7, -0.492941
1555.7, -0.492163
1555.7, -0.491386
1555.7, -0.49061
1555.7, -0.489834
1555.7, -0.489059
1555.7, -0.488285
1555.7, -0.487512
1555.7, -0.486739
1555.7, -0.485968
1555.7, -0.485197
1555.7, -0.484426
1555.7, -0.483657
1555.7, -0.482888
1555.69, -0.48212
1555.69, -0.481353
1555.69, -0.480587
1555.69, -0.479821
1555.69, -0.479057
1555.69, -0.478293
1555.69, -0.477529
1555.69, -0.476767
1555.69, -0.476005
1555.69, -0.475244
1555.69, -0.474484
1555.69, -0.473725
1555.69, -0.472966
1555.69, -0.472209
1555.69, -0.471452
1555.69, -0.470695
1555.69, -0.46994
1555.69, -0.469185
1555.69, -0.468432
1555.69, -0.467679
1555.69, -0.466926
