ONA_1:input 1/mode 1/transmission: Re(TE transmission) vs wavelength

wavelength(nm), Re(TE transmission)
1548.98, -0.945979
1548.98, -0.945463
1548.98, -0.944945
1548.98, -0.944424
1548.98, -0.943899
1548.98, -0.943372
1548.98, -0.942842
1548.98, -0.942309
1548.98, -0.941774
1548.98, -0.941235
1548.98, -0.940694
1548.98, -0.940149
1548.98, -0.939602
1548.98, -0.939053
1548.98, -0.9385
1548.98, -0.937944
1548.98, -0.937386
1548.98, -0.936825
1548.98, -0.936261
1548.98, -0.935695
1548.98, -0.935126
1548.98, -0.934554
1548.98, -0.933979
1548.98, -0.933402
1548.98, -0.932821
1548.97, -0.932239
1548.97, -0.931653
1548.97, -0.931065
1548.97, -0.930474
1548.97, -0.92988
1548.97, -0.929284
1548.97, -0.928685
1548.97, -0.928084
1548.97, -0.92748
1548.97, -0.926873
1548.97, -0.926264
1548.97, -0.925652
1548.97, -0.925038
1548.97, -0.924421
1548.97, -0.923801
1548.97, -0.923179
1548.97, -0.922554
1548.97, -0.921927
1548.97, -0.921297
1548.97, -0.920665
1548.97, -0.92003
1548.97, -0.919393
1548.97, -0.918753
1548.97, -0.918111
1548.97, -0.917467
1548.96, -0.916819
1548.96, -0.91617
1548.96, -0.915518
1548.96, -0.914864
1548.96, -0.914207
1548.96, -0.913548
1548.96, -0.912886
1548.96, -0.912222
1548.96, -0.911556
1548.96, -0.910887
1548.96, -0.910216
1548.96, -0.909543
1548.96, -0.908867
1548.96, -0.908189
1548.96, -0.907509
1548.96, -0.906826
1548.96, -0.906141
1548.96, -0.905454
1548.96, -0.904765
1548.96, -0.904073
1548.96, -0.903379
1548.96, -0.902683
1548.96, -0.901985
1548.96, -0.901284
1548.96, -0.900581
1548.95, -0.899876
1548.95, -0.899169
1548.95, -0.89846
1548.95, -0.897748
1548.95, -0.897035
1548.95, -0.896319
1548.95, -0.895601
1548.95, -0.894881
1548.95, -0.894159
1548.95, -0.893435
1548.95, -0.892709
1548.95, -0.89198
1548.95, -0.89125
1548.95, -0.890517
1548.95, -0.889783
1548.95, -0.889046
1548.95, -0.888308
1548.95, -0.887567
1548.95, -0.886825
1548.95, -0.88608
1548.95, -0.885334
1548.95, -0.884585
1548.95, -0.883835
1548.95, -0.883082
1548.95, -0.882328
1548.94, -0.881572
1548.94, -0.880814
1548.94, -0.880053
1548.94, -0.879292
1548.94, -0.878528
1548.94, -0.877762
1548.94, -0.876994
1548.94, -0.876225
1548.94, -0.875454
1548.94, -0.874681
1548.94, -0.873906
1548.94, -0.873129
1548.94, -0.872351
1548.94, -0.87157
1548.94, -0.870788
1548.94, -0.870004
1548.94, -0.869219
1548.94, -0.868432
1548.94, -0.867643
1548.94, -0.866852
1548.94, -0.866059
1548.94, -0.865265
1548.94, -0.864469
1548.94, -0.863672
1548.94, -0.862873
1548.93, -0.862072
1548.93, -0.861269
1548.93, -0.860465
1548.93, -0.859659
1548.93, -0.858852
1548.93, -0.858043
1548.93, -0.857233
1548.93, -0.85642
1548.93, -0.855607
1548.93, -0.854791
1548.93, -0.853975
1548.93, -0.853156
1548.93, -0.852336
1548.93, -0.851515
1548.93, -0.850692
1548.93, -0.849868
1548.93, -0.849042
1548.93, -0.848215
1548.93, -0.847386
1548.93, -0.846556
1548.93, -0.845724
1548.93, -0.844891
1548.93, -0.844056
1548.93, -0.84322
1548.93, -0.842383
1548.92, -0.841544
1548.92, -0.840704
1548.92, -0.839862
1548.92, -0.83902
1548.92, -0.838175
1548.92, -0.83733
1548.92, -0.836483
1548.92, -0.835635
1548.92, -0.834785
1548.92, -0.833934
1548.92, -0.833082
1548.92, -0.832229
1548.92, -0.831374
1548.92, -0.830518
1548.92, -0.829661
1548.92, -0.828803
1548.92, -0.827943
1548.92, -0.827083
1548.92, -0.826221
1548.92, -0.825357
1548.92, -0.824493
1548.92, -0.823628
1548.92, -0.822761
1548.92, -0.821893
1548.92, -0.821024
1548.91, -0.820154
1548.91, -0.819283
1548.91, -0.81841
1548.91, -0.817537
1548.91, -0.816662
1548.91, -0.815787
1548.91, -0.81491
1548.91, -0.814032
1548.91, -0.813153
1548.91, -0.812273
1548.91, -0.811393
1548.91, -0.810511
1548.91, -0.809628
1548.91, -0.808744
1548.91, -0.807859
1548.91, -0.806973
1548.91, -0.806086
1548.91, -0.805198
1548.91, -0.804309
1548.91, -0.80342
1548.91, -0.802529
1548.91, -0.801637
1548.91, -0.800745
1548.91, -0.799852
1548.91, -0.798957
1548.9, -0.798062
1548.9, -0.797166
1548.9, -0.796269
1548.9, -0.795371
1548.9, -0.794473
1548.9, -0.793573
1548.9, -0.792673
1548.9, -0.791772
1548.9, -0.79087
1548.9, -0.789967
1548.9, -0.789064
1548.9, -0.788159
1548.9, -0.787254
1548.9, -0.786349
1548.9, -0.785442
1548.9, -0.784535
1548.9, -0.783627
1548.9, -0.782718
1548.9, -0.781808
1548.9, -0.780898
1548.9, -0.779987
1548.9, -0.779076
1548.9, -0.778164
1548.9, -0.777251
1548.9, -0.776337
1548.89, -0.775423
1548.89, -0.774508
1548.89, -0.773592
1548.89, -0.772676
1548.89, -0.77176
1548.89, -0.770842
1548.89, -0.769924
1548.89, -0.769006
1548.89, -0.768087
1548.89, -0.767167
1548.89, -0.766247
1548.89, -0.765326
1548.89, -0.764405
1548.89, -0.763483
1548.89, -0.76256
1548.89, -0.761637
1548.89, -0.760714
1548.89, -0.75979
1548.89, -0.758866
1548.89, -0.757941
1548.89, -0.757015
1548.89, -0.756089
1548.89, -0.755163
1548.89, -0.754236
1548.89, -0.753309
1548.88, -0.752382
1548.88, -0.751453
1548.88, -0.750525
1548.88, -0.749596
1548.88, -0.748667
1548.88, -0.747737
1548.88, -0.746807
1548.88, -0.745877
1548.88, -0.744946
1548.88, -0.744015
1548.88, -0.743083
1548.88, -0.742151
1548.88, -0.741219
1548.88, -0.740287
1548.88, -0.739354
1548.88, -0.738421
1548.88, -0.737487
1548.88, -0.736554
1548.88, -0.73562
1548.88, -0.734685
1548.88, -0.733751
1548.88, -0.732816
1548.88, -0.731881
1548.88, -0.730946
1548.88, -0.73001
1548.87, -0.729074
1548.87, -0.728138
1548.87, -0.727202
1548.87, -0.726266
1548.87, -0.725329
1548.87, -0.724392
1548.87, -0.723455
1548.87, -0.722518
1548.87, -0.721581
1548.87, -0.720643
1548.87, -0.719705
1548.87, -0.718767
1548.87, -0.717829
1548.87, -0.716891
1548.87, -0.715953
1548.87, -0.715015
1548.87, -0.714076
1548.87, -0.713138
1548.87, -0.712199
1548.87, -0.71126
1548.87, -0.710321
1548.87, -0.709383
1548.87, -0.708444
1548.87, -0.707504
1548.87, -0.706565
1548.86, -0.705626
1548.86, -0.704687
1548.86, -0.703748
1548.86, -0.702808
1548.86, -0.701869
1548.86, -0.70093
1548.86, -0.699991
1548.86, -0.699051
1548.86, -0.698112
1548.86, -0.697173
1548.86, -0.696233
1548.86, -0.695294
1548.86, -0.694355
1548.86, -0.693416
1548.86, -0.692477
1548.86, -0.691538
1548.86, -0.690599
1548.86, -0.68966
1548.86, -0.688721
1548.86, -0.687782
1548.86, -0.686843
1548.86, -0.685905
1548.86, -0.684966
1548.86, -0.684028
1548.86, -0.683089
1548.85, -0.682151
1548.85, -0.681213
1548.85, -0.680275
1548.85, -0.679337
1548.85, -0.6784
1548.85, -0.677462
1548.85, -0.676525
1548.85, -0.675588
1548.85, -0.674651
1548.85, -0.673714
1548.85, -0.672777
1548.85, -0.671841
1548.85, -0.670904
1548.85, -0.669968
1548.85, -0.669032
1548.85, -0.668096
1548.85, -0.667161
1548.85, -0.666226
1548.85, -0.665291
1548.85, -0.664356
1548.85, -0.663421
1548.85, -0.662487
1548.85, -0.661553
1548.85, -0.660619
1548.85, -0.659685
1548.84, -0.658752
1548.84, -0.657819
1548.84, -0.656886
1548.84, -0.655954
1548.84, -0.655021
1548.84, -0.654089
1548.84, -0.653158
1548.84, -0.652226
1548.84, -0.651295
1548.84, -0.650365
1548.84, -0.649434
1548.84, -0.648504
1548.84, -0.647574
1548.84, -0.646645
1548.84, -0.645716
1548.84, -0.644787
1548.84, -0.643859
1548.84, -0.642931
1548.84, -0.642003
1548.84, -0.641076
1548.84, -0.640149
1548.84, -0.639222
1548.84, -0.638296
1548.84, -0.63737
1548.84, -0.636445
1548.83, -0.63552
1548.83, -0.634595
1548.83, -0.633671
1548.83, -0.632747
1548.83, -0.631823
1548.83, -0.6309
1548.83, -0.629978
1548.83, -0.629056
1548.83, -0.628134
1548.83, -0.627212
1548.83, -0.626292
1548.83, -0.625371
1548.83, -0.624451
1548.83, -0.623532
1548.83, -0.622612
1548.83, -0.621694
1548.83, -0.620776
1548.83, -0.619858
1548.83, -0.618941
1548.83, -0.618024
1548.83, -0.617108
1548.83, -0.616192
1548.83, -0.615277
1548.83, -0.614362
1548.83, -0.613448
1548.82, -0.612534
1548.82, -0.611621
1548.82, -0.610708
1548.82, -0.609796
1548.82, -0.608884
1548.82, -0.607973
1548.82, -0.607062
1548.82, -0.606152
1548.82, -0.605242
1548.82, -0.604333
1548.82, -0.603425
1548.82, -0.602517
1548.82, -0.601609
1548.82, -0.600702
1548.82, -0.599796
1548.82, -0.59889
1548.82, -0.597985
1548.82, -0.59708
1548.82, -0.596176
1548.82, -0.595273
1548.82, -0.59437
1548.82, -0.593468
1548.82, -0.592566
1548.82, -0.591665
1548.82, -0.590764
1548.81, -0.589864
1548.81, -0.588965
1548.81, -0.588066
1548.81, -0.587168
1548.81, -0.586271
1548.81, -0.585374
1548.81, -0.584478
1548.81, -0.583582
1548.81, -0.582687
1548.81, -0.581793
1548.81, -0.580899
1548.81, -0.580006
1548.81, -0.579113
1548.81, -0.578221
1548.81, -0.57733
1548.81, -0.57644
1548.81, -0.57555
1548.81, -0.57466
1548.81, -0.573772
1548.81, -0.572884
1548.81, -0.571997
1548.81, -0.57111
1548.81, -0.570224
1548.81, -0.569339
1548.81, -0.568454
1548.8, -0.56757
1548.8, -0.566687
1548.8, -0.565805
1548.8, -0.564923
1548.8, -0.564042
1548.8, -0.563161
1548.8, -0.562281
1548.8, -0.561402
1548.8, -0.560524
1548.8, -0.559646
1548.8, -0.558769
1548.8, -0.557893
1548.8, -0.557017
1548.8, -0.556143
1548.8, -0.555269
1548.8, -0.554395
1548.8, -0.553522
1548.8, -0.55265
1548.8, -0.551779
1548.8, -0.550909
1548.8, -0.550039
1548.8, -0.54917
1548.8, -0.548302
1548.8, -0.547434
1548.8, -0.546567
1548.79, -0.545701
1548.79, -0.544836
1548.79, -0.543971
1548.79, -0.543108
1548.79, -0.542245
1548.79, -0.541382
1548.79, -0.540521
1548.79, -0.53966
1548.79, -0.5388
1548.79, -0.537941
1548.79, -0.537082
1548.79, -0.536225
1548.79, -0.535368
1548.79, -0.534511
1548.79, -0.533656
1548.79, -0.532801
1548.79, -0.531948
1548.79, -0.531094
1548.79, -0.530242
1548.79, -0.529391
1548.79, -0.52854
1548.79, -0.52769
1548.79, -0.526841
1548.79, -0.525993
1548.79, -0.525145
1548.78, -0.524298
1548.78, -0.523453
1548.78, -0.522607
1548.78, -0.521763
1548.78, -0.52092
1548.78, -0.520077
1548.78, -0.519235
1548.78, -0.518394
1548.78, -0.517554
1548.78, -0.516714
1548.78, -0.515875
1548.78, -0.515038
1548.78, -0.514201
1548.78, -0.513364
1548.78, -0.512529
1548.78, -0.511695
1548.78, -0.510861
1548.78, -0.510028
1548.78, -0.509196
1548.78, -0.508365
1548.78, -0.507534
1548.78, -0.506705
1548.78, -0.505876
1548.78, -0.505048
1548.78, -0.504221
1548.77, -0.503395
1548.77, -0.502569
1548.77, -0.501745
1548.77, -0.500921
1548.77, -0.500098
1548.77, -0.499276
1548.77, -0.498455
1548.77, -0.497635
1548.77, -0.496815
1548.77, -0.495997
1548.77, -0.495179
1548.77, -0.494362
1548.77, -0.493546
1548.77, -0.492731
1548.77, -0.491917
1548.77, -0.491103
1548.77, -0.490291
1548.77, -0.489479
1548.77, -0.488668
1548.77, -0.487858
1548.77, -0.487049
1548.77, -0.486241
1548.77, -0.485433
1548.77, -0.484627
1548.77, -0.483821
1548.76, -0.483016
1548.76, -0.482212
1548.76, -0.481409
1548.76, -0.480607
1548.76, -0.479806
1548.76, -0.479005
1548.76, -0.478206
1548.76, -0.477407
1548.76, -0.476609
1548.76, -0.475812
1548.76, -0.475016
1548.76, -0.474221
1548.76, -0.473427
1548.76, -0.472633
1548.76, -0.471841
1548.76, -0.471049
1548.76, -0.470259
1548.76, -0.469469
1548.76, -0.46868
1548.76, -0.467892
1548.76, -0.467105
1548.76, -0.466318
1548.76, -0.465533
1548.76, -0.464748
1548.76, -0.463965
1548.76, -0.463182
1548.75, -0.4624
1548.75, -0.461619
1548.75, -0.460839
1548.75, -0.46006
1548.75, -0.459282
1548.75, -0.458505
1548.75, -0.457728
1548.75, -0.456953
1548.75, -0.456178
1548.75, -0.455404
1548.75, -0.454631
1548.75, -0.453859
1548.75, -0.453088
1548.75, -0.452318
1548.75, -0.451549
1548.75, -0.450781
1548.75, -0.450013
1548.75, -0.449247
1548.75, -0.448481
1548.75, -0.447716
1548.75, -0.446952
1548.75, -0.44619
1548.75, -0.445428
1548.75, -0.444666
1548.75, -0.443906
1548.74, -0.443147
1548.74, -0.442389
1548.74, -0.441631
1548.74, -0.440875
1548.74, -0.440119
1548.74, -0.439364
1548.74, -0.43861
1548.74, -0.437857
1548.74, -0.437105
1548.74, -0.436354
1548.74, -0.435604
1548.74, -0.434855
1548.74, -0.434106
1548.74, -0.433359
1548.74, -0.432612
1548.74, -0.431867
1548.74, -0.431122
1548.74, -0.430378
1548.74, -0.429635
1548.74, -0.428893
1548.74, -0.428152
1548.74, -0.427412
1548.74, -0.426673
1548.74, -0.425935
1548.74, -0.425197
1548.73, -0.424461
1548.73, -0.423725
1548.73, -0.422991
1548.73, -0.422257
1548.73, -0.421524
1548.73, -0.420792
1548.73, -0.420061
1548.73, -0.419331
1548.73, -0.418602
1548.73, -0.417874
1548.73, -0.417146
1548.73, -0.41642
1548.73, -0.415694
1548.73, -0.41497
1548.73, -0.414246
1548.73, -0.413523
1548.73, -0.412801
1548.73, -0.41208
1548.73, -0.41136
1548.73, -0.410641
1548.73, -0.409923
1548.73, -0.409206
1548.73, -0.40849
1548.73, -0.407774
1548.73, -0.40706
1548.72, -0.406346
1548.72, -0.405633
1548.72, -0.404921
1548.72, -0.404211
1548.72, -0.403501
1548.72, -0.402792
1548.72, -0.402084
1548.72, -0.401376
1548.72, -0.40067
1548.72, -0.399965
1548.72, -0.39926
1548.72, -0.398557
1548.72, -0.397854
1548.72, -0.397152
1548.72, -0.396451
1548.72, -0.395752
1548.72, -0.395053
1548.72, -0.394355
1548.72, -0.393657
1548.72, -0.392961
1548.72, -0.392266
1548.72, -0.391571
1548.72, -0.390878
1548.72, -0.390185
1548.72, -0.389494
1548.71, -0.388803
1548.71, -0.388113
1548.71, -0.387424
1548.71, -0.386736
1548.71, -0.386049
1548.71, -0.385363
1548.71, -0.384677
1548.71, -0.383993
1548.71, -0.383309
1548.71, -0.382627
1548.71, -0.381945
1548.71, -0.381264
1548.71, -0.380584
1548.71, -0.379905
1548.71, -0.379227
1548.71, -0.37855
1548.71, -0.377874
1548.71, -0.377199
1548.71, -0.376524
1548.71, -0.375851
1548.71, -0.375178
1548.71, -0.374506
1548.71, -0.373836
1548.71, -0.373166
1548.71, -0.372497
1548.7, -0.371829
1548.7, -0.371161
1548.7, -0.370495
1548.7, -0.36983
1548.7, -0.369165
1548.7, -0.368501
1548.7, -0.367839
1548.7, -0.367177
1548.7, -0.366516
1548.7, -0.365856
1548.7, -0.365197
1548.7, -0.364539
1548.7, -0.363881
1548.7, -0.363225
1548.7, -0.362569
1548.7, -0.361915
1548.7, -0.361261
1548.7, -0.360608
1548.7, -0.359956
1548.7, -0.359305
1548.7, -0.358655
1548.7, -0.358006
1548.7, -0.357357
1548.7, -0.35671
1548.7, -0.356063
1548.69, -0.355417
1548.69, -0.354773
1548.69, -0.354129
1548.69, -0.353486
1548.69, -0.352843
1548.69, -0.352202
1548.69, -0.351562
1548.69, -0.350922
1548.69, -0.350284
1548.69, -0.349646
1548.69, -0.349009
1548.69, -0.348373
1548.69, -0.347738
1548.69, -0.347104
1548.69, -0.346471
1548.69, -0.345838
1548.69, -0.345207
1548.69, -0.344576
1548.69, -0.343946
1548.69, -0.343317
1548.69, -0.342689
1548.69, -0.342062
1548.69, -0.341436
1548.69, -0.34081
1548.69, -0.340186
1548.68, -0.339562
1548.68, -0.338939
1548.68, -0.338317
1548.68, -0.337696
1548.68, -0.337076
1548.68, -0.336457
1548.68, -0.335838
1548.68, -0.335221
1548.68, -0.334604
1548.68, -0.333988
1548.68, -0.333373
1548.68, -0.332759
1548.68, -0.332146
1548.68, -0.331533
1548.68, -0.330922
1548.68, -0.330311
1548.68, -0.329701
1548.68, -0.329092
1548.68, -0.328484
1548.68, -0.327877
1548.68, -0.327271
1548.68, -0.326665
1548.68, -0.326061
1548.68, -0.325457
1548.68, -0.324854
1548.67, -0.324252
1548.67, -0.323651
1548.67, -0.323051
1548.67, -0.322451
1548.67, -0.321852
1548.67, -0.321255
1548.67, -0.320658
1548.67, -0.320062
1548.67, -0.319466
1548.67, -0.318872
1548.67, -0.318278
1548.67, -0.317686
1548.67, -0.317094
1548.67, -0.316503
1548.67, -0.315913
1548.67, -0.315323
1548.67, -0.314735
1548.67, -0.314147
1548.67, -0.313561
1548.67, -0.312975
1548.67, -0.31239
1548.67, -0.311805
1548.67, -0.311222
1548.67, -0.310639
1548.67, -0.310058
1548.66, -0.309477
1548.66, -0.308897
1548.66, -0.308317
1548.66, -0.307739
1548.66, -0.307161
1548.66, -0.306585
1548.66, -0.306009
1548.66, -0.305434
1548.66, -0.304859
1548.66, -0.304286
1548.66, -0.303713
1548.66, -0.303142
1548.66, -0.302571
1548.66, -0.302001
1548.66, -0.301431
1548.66, -0.300863
1548.66, -0.300295
1548.66, -0.299728
1548.66, -0.299162
1548.66, -0.298597
1548.66, -0.298033
1548.66, -0.297469
1548.66, -0.296907
1548.66, -0.296345
1548.66, -0.295784
1548.65, -0.295223
1548.65, -0.294664
1548.65, -0.294105
1548.65, -0.293547
1548.65, -0.29299
1548.65, -0.292434
1548.65, -0.291879
1548.65, -0.291324
1548.65, -0.29077
1548.65, -0.290217
1548.65, -0.289665
1548.65, -0.289114
1548.65, -0.288563
1548.65, -0.288013
1548.65, -0.287464
1548.65, -0.286916
1548.65, -0.286369
1548.65, -0.285822
1548.65, -0.285277
1548.65, -0.284732
1548.65, -0.284187
1548.65, -0.283644
1548.65, -0.283101
1548.65, -0.28256
1548.65, -0.282019
1548.64, -0.281478
1548.64, -0.280939
1548.64, -0.2804
1548.64, -0.279863
1548.64, -0.279326
1548.64, -0.278789
1548.64, -0.278254
1548.64, -0.277719
1548.64, -0.277185
1548.64, -0.276652
1548.64, -0.27612
1548.64, -0.275588
1548.64, -0.275057
1548.64, -0.274527
1548.64, -0.273998
1548.64, -0.27347
1548.64, -0.272942
1548.64, -0.272415
1548.64, -0.271889
1548.64, -0.271364
1548.64, -0.270839
1548.64, -0.270315
1548.64, -0.269792
1548.64, -0.26927
1548.64, -0.268749
1548.63, -0.268228
1548.63, -0.267708
1548.63, -0.267189
1548.63, -0.266671
1548.63, -0.266153
1548.63, -0.265636
1548.63, -0.26512
1548.63, -0.264605
1548.63, -0.26409
1548.63, -0.263576
1548.63, -0.263063
1548.63, -0.262551
1548.63, -0.262039
1548.63, -0.261528
1548.63, -0.261018
1548.63, -0.260509
1548.63, -0.260001
1548.63, -0.259493
1548.63, -0.258986
1548.63, -0.258479
1548.63, -0.257974
1548.63, -0.257469
1548.63, -0.256965
1548.63, -0.256462
1548.63, -0.255959
1548.62, -0.255457
1548.62, -0.254956
1548.62, -0.254456
1548.62, -0.253956
1548.62, -0.253458
1548.62, -0.25296
1548.62, -0.252462
1548.62, -0.251966
1548.62, -0.25147
1548.62, -0.250975
1548.62, -0.25048
1548.62, -0.249987
1548.62, -0.249494
1548.62, -0.249001
1548.62, -0.24851
1548.62, -0.248019
1548.62, -0.247529
1548.62, -0.24704
1548.62, -0.246551
1548.62, -0.246063
1548.62, -0.245576
1548.62, -0.24509
1548.62, -0.244604
1548.62, -0.244119
1548.62, -0.243635
1548.61, -0.243152
1548.61, -0.242669
1548.61, -0.242187
1548.61, -0.241705
1548.61, -0.241225
1548.61, -0.240745
1548.61, -0.240266
1548.61, -0.239787
1548.61, -0.239309
1548.61, -0.238832
1548.61, -0.238356
1548.61, -0.23788
1548.61, -0.237406
1548.61, -0.236931
1548.61, -0.236458
1548.61, -0.235985
1548.61, -0.235513
1548.61, -0.235041
1548.61, -0.234571
1548.61, -0.234101
1548.61, -0.233632
1548.61, -0.233163
1548.61, -0.232695
1548.61, -0.232228
1548.61, -0.231761
1548.6, -0.231296
1548.6, -0.23083
1548.6, -0.230366
1548.6, -0.229902
1548.6, -0.229439
1548.6, -0.228977
1548.6, -0.228515
1548.6, -0.228054
1548.6, -0.227594
1548.6, -0.227134
1548.6, -0.226676
1548.6, -0.226217
1548.6, -0.22576
1548.6, -0.225303
1548.6, -0.224847
1548.6, -0.224391
1548.6, -0.223937
1548.6, -0.223482
1548.6, -0.223029
1548.6, -0.222576
1548.6, -0.222124
1548.6, -0.221673
1548.6, -0.221222
1548.6, -0.220772
1548.6, -0.220323
1548.59, -0.219874
1548.59, -0.219426
1548.59, -0.218978
1548.59, -0.218532
1548.59, -0.218086
1548.59, -0.21764
1548.59, -0.217196
1548.59, -0.216752
1548.59, -0.216308
1548.59, -0.215865
1548.59, -0.215423
1548.59, -0.214982
1548.59, -0.214541
1548.59, -0.214101
1548.59, -0.213662
1548.59, -0.213223
1548.59, -0.212785
1548.59, -0.212348
1548.59, -0.211911
1548.59, -0.211475
1548.59, -0.211039
1548.59, -0.210604
1548.59, -0.21017
1548.59, -0.209737
1548.59, -0.209304
1548.58, -0.208871
1548.58, -0.20844
1548.58, -0.208009
1548.58, -0.207579
1548.58, -0.207149
1548.58, -0.20672
1548.58, -0.206292
1548.58, -0.205864
1548.58, -0.205437
1548.58, -0.20501
1548.58, -0.204585
1548.58, -0.204159
1548.58, -0.203735
1548.58, -0.203311
1548.58, -0.202888
1548.58, -0.202465
1548.58, -0.202043
1548.58, -0.201622
1548.58, -0.201201
1548.58, -0.200781
1548.58, -0.200361
1548.58, -0.199942
1548.58, -0.199524
1548.58, -0.199107
1548.58, -0.19869
1548.57, -0.198273
1548.57, -0.197858
1548.57, -0.197442
1548.57, -0.197028
1548.57, -0.196614
1548.57, -0.196201
1548.57, -0.195788
1548.57, -0.195376
1548.57, -0.194965
1548.57, -0.194554
1548.57, -0.194144
1548.57, -0.193734
1548.57, -0.193325
1548.57, -0.192917
1548.57, -0.192509
1548.57, -0.192102
1548.57, -0.191696
1548.57, -0.19129
1548.57, -0.190885
1548.57, -0.19048
1548.57, -0.190076
1548.57, -0.189672
1548.57, -0.189269
1548.57, -0.188867
1548.57, -0.188466
1548.56, -0.188064
1548.56, -0.187664
1548.56, -0.187264
1548.56, -0.186865
1548.56, -0.186466
1548.56, -0.186068
1548.56, -0.185671
1548.56, -0.185274
1548.56, -0.184878
1548.56, -0.184482
1548.56, -0.184087
1548.56, -0.183692
1548.56, -0.183298
1548.56, -0.182905
1548.56, -0.182512
1548.56, -0.18212
1548.56, -0.181728
1548.56, -0.181338
1548.56, -0.180947
1548.56, -0.180557
1548.56, -0.180168
1548.56, -0.179779
1548.56, -0.179391
1548.56, -0.179004
1548.56, -0.178617
1548.55, -0.178231
1548.55, -0.177845
1548.55, -0.17746
1548.55, -0.177075
1548.55, -0.176691
1548.55, -0.176307
1548.55, -0.175925
1548.55, -0.175542
1548.55, -0.175161
1548.55, -0.174779
1548.55, -0.174399
1548.55, -0.174019
1548.55, -0.173639
1548.55, -0.17326
1548.55, -0.172882
1548.55, -0.172504
1548.55, -0.172127
1548.55, -0.17175
1548.55, -0.171374
1548.55, -0.170999
1548.55, -0.170624
1548.55, -0.170249
1548.55, -0.169875
1548.55, -0.169502
1548.55, -0.169129
1548.54, -0.168757
1548.54, -0.168386
1548.54, -0.168015
1548.54, -0.167644
1548.54, -0.167274
1548.54, -0.166905
1548.54, -0.166536
1548.54, -0.166167
1548.54, -0.1658
1548.54, -0.165432
1548.54, -0.165066
1548.54, -0.1647
1548.54, -0.164334
1548.54, -0.163969
1548.54, -0.163604
1548.54, -0.16324
1548.54, -0.162877
1548.54, -0.162514
1548.54, -0.162152
1548.54, -0.16179
1548.54, -0.161429
1548.54, -0.161068
1548.54, -0.160708
1548.54, -0.160348
1548.54, -0.159989
1548.53, -0.159631
1548.53, -0.159273
1548.53, -0.158915
1548.53, -0.158558
1548.53, -0.158202
1548.53, -0.157846
1548.53, -0.15749
1548.53, -0.157135
1548.53, -0.156781
1548.53, -0.156427
1548.53, -0.156074
1548.53, -0.155721
1548.53, -0.155369
1548.53, -0.155017
1548.53, -0.154666
1548.53, -0.154315
1548.53, -0.153965
1548.53, -0.153616
1548.53, -0.153266
1548.53, -0.152918
1548.53, -0.15257
1548.53, -0.152222
1548.53, -0.151875
1548.53, -0.151529
1548.53, -0.151183
1548.53, -0.150837
1548.52, -0.150492
1548.52, -0.150148
1548.52, -0.149804
1548.52, -0.14946
1548.52, -0.149117
1548.52, -0.148775
1548.52, -0.148433
1548.52, -0.148091
1548.52, -0.14775
1548.52, -0.14741
1548.52, -0.14707
1548.52, -0.146731
1548.52, -0.146392
1548.52, -0.146053
1548.52, -0.145715
1548.52, -0.145378
1548.52, -0.145041
1548.52, -0.144705
1548.52, -0.144369
1548.52, -0.144033
1548.52, -0.143698
1548.52, -0.143364
1548.52, -0.14303
1548.52, -0.142697
1548.52, -0.142364
1548.51, -0.142031
1548.51, -0.141699
1548.51, -0.141368
1548.51, -0.141037
1548.51, -0.140706
1548.51, -0.140376
1548.51, -0.140047
1548.51, -0.139718
1548.51, -0.139389
1548.51, -0.139061
1548.51, -0.138733
1548.51, -0.138406
1548.51, -0.13808
1548.51, -0.137753
1548.51, -0.137428
1548.51, -0.137103
1548.51, -0.136778
1548.51, -0.136454
1548.51, -0.13613
1548.51, -0.135807
1548.51, -0.135484
1548.51, -0.135162
1548.51, -0.13484
1548.51, -0.134518
1548.51, -0.134197
1548.5, -0.133877
1548.5, -0.133557
1548.5, -0.133238
1548.5, -0.132919
1548.5, -0.1326
1548.5, -0.132282
1548.5, -0.131964
1548.5, -0.131647
1548.5, -0.131331
1548.5, -0.131014
1548.5, -0.130699
1548.5, -0.130383
1548.5, -0.130068
1548.5, -0.129754
1548.5, -0.12944
1548.5, -0.129127
1548.5, -0.128814
1548.5, -0.128501
1548.5, -0.128189
1548.5, -0.127878
1548.5, -0.127566
1548.5, -0.127256
1548.5, -0.126945
1548.5, -0.126636
1548.5, -0.126326
1548.49, -0.126017
1548.49, -0.125709
1548.49, -0.125401
1548.49, -0.125094
1548.49, -0.124786
1548.49, -0.12448
1548.49, -0.124174
1548.49, -0.123868
1548.49, -0.123563
1548.49, -0.123258
1548.49, -0.122953
1548.49, -0.12265
1548.49, -0.122346
1548.49, -0.122043
1548.49, -0.12174
1548.49, -0.121438
1548.49, -0.121136
1548.49, -0.120835
1548.49, -0.120534
1548.49, -0.120234
1548.49, -0.119934
1548.49, -0.119634
1548.49, -0.119335
1548.49, -0.119037
1548.49, -0.118738
1548.48, -0.118441
1548.48, -0.118143
1548.48, -0.117846
1548.48, -0.11755
1548.48, -0.117254
1548.48, -0.116958
1548.48, -0.116663
1548.48, -0.116368
1548.48, -0.116074
1548.48, -0.11578
1548.48, -0.115486
1548.48, -0.115193
1548.48, -0.114901
1548.48, -0.114609
1548.48, -0.114317
